TIME,ITERATIONS,EDGE_COVERAGE,BLOCK_COVERAGE
1701115283,79259,2098.00,757.00
1701115283,79262,2099.00,757.00
1701115283,79263,2100.00,757.00
1701115283,79266,2101.00,757.00
1701115283,79268,2102.00,757.00
1701115284,79285,2103.00,757.00
1701115286,79338,2104.00,757.00
1701115286,79339,2105.00,757.00
1701115287,79352,2106.00,757.00
1701115287,79353,2107.00,757.00
1701115287,79360,2108.00,757.00
1701115287,79361,2109.00,757.00
1701115287,79364,2110.00,757.00
1701115289,79394,2111.00,757.00
1701115289,79396,2112.00,757.00
1701115289,79413,2113.00,757.00
1701115290,79419,2114.00,757.00
1701115290,79434,2115.00,757.00
1701115293,79484,2117.00,757.00
1701115293,79495,2118.00,757.00
1701115293,79496,2119.00,757.00
1701115294,79513,2120.00,757.00
1701115295,79528,2121.00,757.00
1701115296,79542,2122.00,757.00
1701115296,79543,2123.00,757.00
1701115296,79560,2124.00,757.00
1701115297,79572,2125.00,757.00
1701115297,79578,2130.00,759.00
1701115297,79579,2131.00,759.00
1701115297,79581,2132.00,759.00
1701115298,79584,2133.00,759.00
1701115298,79586,2134.00,759.00
1701115298,79590,2135.00,759.00
1701115298,79601,2136.00,759.00
1701115298,79605,2137.00,759.00
1701115299,79615,2138.00,759.00
1701115300,79638,2139.00,759.00
1701115301,79671,2140.00,759.00
1701115302,79672,2141.00,759.00
1701115304,79724,2142.00,759.00
1701115306,79767,2143.00,759.00
1701115308,79823,2144.00,759.00
1701115308,79826,2145.00,759.00
1701115311,79893,2147.00,759.00
1701115311,79894,2148.00,759.00
1701115313,79922,2150.00,759.00
1701115314,79939,2151.00,759.00
1701115314,79940,2152.00,759.00
1701115314,79943,2153.00,759.00
1701115314,79944,2154.00,759.00
1701115316,79982,2155.00,759.00
1701115316,79994,2156.00,759.00
1701115316,79995,2157.00,759.00
1701115318,80050,2158.00,759.00
1701115319,80061,2159.00,759.00
1701115319,80064,2160.00,759.00
1701115320,80080,2161.00,759.00
1701115320,80091,2162.00,759.00
1701115321,80099,2163.00,759.00
1701115321,80109,2164.00,759.00
1701115322,80128,2165.00,759.00
1701115322,80129,2166.00,759.00
1701115331,80314,2167.00,759.00
1701115332,80342,2169.00,759.00
1701115332,80344,2170.00,759.00
1701115333,80360,2171.00,759.00
1701115334,80384,2172.00,759.00
1701115335,80402,2173.00,759.00
1701115335,80405,2174.00,759.00
1701115336,80442,2175.00,759.00
1701115338,80477,2176.00,759.00
1701115338,80478,2177.00,759.00
1701115338,80487,2178.00,759.00
1701115338,80488,2179.00,759.00
1701115340,80512,2181.00,759.00
1701115341,80537,2182.00,759.00
1701115341,80551,2184.00,759.00
1701115347,80675,2185.00,759.00
1701115352,80795,2186.00,759.00
1701115352,80796,2187.00,759.00
1701115353,80821,2188.00,759.00
1701115358,80920,2189.00,759.00
1701115369,81172,2190.00,759.00
1701115376,81305,2191.00,759.00
1701115381,81431,2192.00,759.00
1701115382,81451,2194.00,759.00
1701115382,81452,2195.00,759.00
1701115392,81661,2197.00,759.00
1701115396,81746,2198.00,759.00
1701115404,81912,2199.00,759.00
1701115404,81915,2200.00,759.00
1701115409,82025,2201.00,759.00
1701115418,82216,2202.00,759.00
1701115423,82337,2203.00,759.00
1701115425,82364,2204.00,759.00
1701115433,82548,2206.00,759.00
1701115435,82585,2207.00,759.00
1701115438,82651,2208.00,759.00
1701115444,82778,2209.00,759.00
1701115446,82826,2211.00,759.00
1701115446,82830,2213.00,759.00
1701115446,82832,2215.00,759.00
1701115470,83359,2217.00,759.00
1701115498,83952,2218.00,759.00
1701115498,83964,2219.00,759.00
1701115500,84004,2220.00,759.00
1701115517,84386,2222.00,760.00
1701115519,84422,2223.00,760.00
1701115521,84473,2224.00,760.00
1701115521,84474,2225.00,760.00
1701115650,87550,2227.00,761.00
1701115654,87650,2228.00,761.00
1701115656,87691,2229.00,761.00
1701115663,87846,2230.00,761.00
1701115664,87862,2232.00,761.00
1701115684,88314,2233.00,761.00
1701115687,88363,2234.00,761.00
1701115693,88506,2236.00,761.00
1701115699,88623,2237.00,761.00
1701115706,88776,2238.00,761.00
1701115707,88790,2239.00,761.00
1701115707,88799,2240.00,761.00
1701115707,88800,2241.00,761.00
1701115715,88979,2243.00,761.00
1701115719,89059,2245.00,761.00
1701115722,89118,2246.00,761.00
1701115723,89136,2247.00,761.00
1701115729,89270,2248.00,761.00
1701115734,89379,2249.00,761.00
1701115738,89461,2250.00,761.00
1701115745,89614,2251.00,761.00
1701115752,89752,2253.00,762.00
1701115757,89864,2254.00,762.00
1701115772,90185,2255.00,762.00
1701115772,90186,2256.00,762.00
1701115783,90414,2258.00,762.00
1701115784,90432,2259.00,762.00
1701115785,90445,2260.00,762.00
1701115787,90482,2261.00,762.00
1701115788,90505,2262.00,762.00
1701115793,90616,2263.00,762.00
1701115793,90617,2264.00,762.00
1701115796,90690,2266.00,762.00
1701115802,90801,2267.00,762.00
1701115804,90846,2268.00,762.00
1701115845,91722,2270.00,762.00
1701115869,92251,2272.00,762.00
1701115888,92662,2274.00,762.00
1701115900,92924,2275.00,762.00
1701115901,92952,2276.00,762.00
1701115903,92987,2278.00,762.00
1701115904,92996,2279.00,762.00
1701115915,93254,2282.00,762.00
1701115916,93261,2283.00,762.00
1701115916,93263,2284.00,762.00
1701115916,93264,2285.00,762.00
1701115922,93326,2287.00,762.00
1701115937,93440,2289.00,762.00
1701115938,93447,2290.00,762.00
1701115938,93453,2291.00,762.00
1701115941,93471,2292.00,762.00
1701115941,93473,2294.00,763.00
1701115943,93495,2295.00,763.00
1701115974,93995,2296.00,763.00
1701115981,94145,2298.00,763.00
1701115995,94435,2299.00,763.00
1701116010,94750,2300.00,763.00
1701116056,95765,2301.00,763.00
1701116063,95903,2302.00,763.00
1701116066,95973,2304.00,763.00
1701116087,96442,2305.00,763.00
1701116111,96943,2306.00,763.00
1701116126,97240,2307.00,763.00
1701116133,97349,2308.00,763.00
1701116137,97418,2310.00,763.00
1701116138,97432,2311.00,763.00
1701116142,97489,2312.00,763.00
1701116144,97535,2313.00,763.00
1701116144,97540,2314.00,763.00
1701116151,97648,2315.00,763.00
1701116188,98439,2316.00,763.00
1701116188,98442,2317.00,763.00
1701116190,98487,2318.00,763.00
1701116192,98520,2320.00,763.00
1701116200,98687,2321.00,763.00
1701116209,98872,2322.00,763.00
1701116252,99141,2323.00,763.00
1701116262,99339,2325.00,763.00
1701116268,99470,2326.00,763.00
1701116272,99567,2327.00,763.00
1701116359,101402,2329.00,763.00
1701116412,102386,2331.00,763.00
1701116421,102571,2332.00,763.00
1701116421,102585,2334.00,763.00
1701116429,102739,2336.00,764.00
1701116430,102750,2338.00,764.00
1701116431,102759,2339.00,764.00
1701116431,102760,2340.00,764.00
1701116437,102862,2342.00,764.00
1701116446,103052,2344.00,764.00
1701116538,103835,2345.00,764.00
1701116606,105290,2347.00,764.00
1701116614,105459,2348.00,764.00
1701116614,105464,2351.00,764.00
1701116615,105475,2352.00,764.00
1701116626,105632,2353.00,764.00
1701116626,105642,2355.00,764.00
1701116629,105683,2357.00,764.00
1701116633,105742,2358.00,764.00
1701116672,106527,2359.00,764.00
1701116682,106734,2360.00,764.00
1701116684,106766,2362.00,764.00
1701116685,106784,2364.00,764.00
1701116714,107293,2365.00,764.00
1701116715,107311,2366.00,764.00
1701116716,107312,2367.00,764.00
1701116716,107322,2368.00,764.00
1701116717,107328,2369.00,764.00
1701116717,107335,2370.00,764.00
1701116734,107587,2371.00,764.00
1701116738,107651,2372.00,764.00
1701116740,107698,2373.00,764.00
1701116741,107713,2374.00,764.00
1701116746,107803,2375.00,764.00
1701116748,107819,2377.00,764.00
1701116750,107852,2378.00,764.00
1701116769,108167,2379.00,764.00
1701116772,108232,2380.00,764.00
1701116773,108262,2381.00,764.00
1701116774,108278,2382.00,764.00
1701116823,109252,2383.00,764.00
1701116849,109788,2385.00,765.00
1701116850,109800,2386.00,765.00
1701116851,109820,2387.00,765.00
1701116852,109850,2389.00,765.00
1701116857,109936,2390.00,765.00
1701116862,110023,2392.00,765.00
1701116863,110044,2393.00,765.00
1701116863,110049,2395.00,765.00
1701116867,110137,2397.00,765.00
1701116867,110139,2399.00,765.00
1701116868,110155,2400.00,765.00
1701116869,110163,2401.00,765.00
1701116877,110292,2402.00,765.00
1701116918,110925,2404.00,765.00
1701116938,111326,2405.00,765.00
1701116944,111429,2406.00,765.00
1701116946,111465,2408.00,765.00
1701116973,111982,2409.00,765.00
1701116976,112056,2410.00,765.00
1701116977,112061,2412.00,765.00
1701116977,112072,2413.00,765.00
1701116978,112085,2414.00,765.00
1701116982,112160,2418.00,765.00
1701116990,112288,2421.00,765.00
1701117001,112514,2423.00,765.00
1701117001,112517,2425.00,765.00
1701117005,112609,2427.00,766.00
1701117008,112665,2428.00,766.00
1701117013,112776,2429.00,766.00
1701117014,112783,2431.00,766.00
1701117015,112816,2434.00,766.00
1701117031,113093,2435.00,766.00
1701117032,113125,2436.00,766.00
1701117040,113253,2438.00,766.00
1701117064,113621,2439.00,766.00
1701117067,113695,2441.00,766.00
1701117075,113858,2443.00,766.00
1701117078,113917,2444.00,767.00
1701117078,113918,2445.00,767.00
1701117079,113941,2446.00,767.00
1701117082,114006,2448.00,767.00
1701117097,114302,2450.00,767.00
1701117099,114345,2452.00,767.00
1701117100,114358,2453.00,767.00
1701117100,114362,2455.00,767.00
1701117102,114392,2456.00,767.00
1701117103,114419,2457.00,767.00
1701117105,114452,2459.00,767.00
1701117106,114466,2460.00,767.00
1701117112,114596,2462.00,767.00
1701117115,114659,2463.00,767.00
1701117118,114724,2464.00,767.00
1701117127,114910,2465.00,767.00
1701117166,115572,2466.00,767.00
1701117168,115602,2468.00,767.00
1701117174,115711,2470.00,767.00
1701117179,115810,2471.00,767.00
1701117182,115856,2472.00,767.00
1701117185,115910,2473.00,767.00
1701117185,115915,2474.00,767.00
1701117221,116629,2475.00,767.00
1701117246,117129,2476.00,767.00
1701117259,117408,2477.00,767.00
1701117276,117767,2478.00,767.00
1701117284,117913,2479.00,767.00
1701117289,118025,2481.00,767.00
1701117293,118100,2482.00,767.00
1701117293,118105,2483.00,767.00
1701117297,118176,2485.00,767.00
1701117303,118281,2486.00,767.00
1701117303,118282,2487.00,767.00
1701117331,118857,2488.00,767.00
1701117331,118868,2489.00,767.00
1701117340,119035,2491.00,767.00
1701117341,119058,2493.00,767.00
1701117350,119227,2494.00,767.00
1701117353,119282,2495.00,767.00
1701117367,119569,2496.00,767.00
1701117375,119727,2497.00,767.00
1701117381,119850,2500.00,767.00
1701117382,119857,2502.00,767.00
1701117388,119982,2503.00,767.00
1701117391,120043,2505.00,767.00
1701117392,120062,2506.00,767.00
1701117393,120065,2507.00,767.00
1701117395,120103,2508.00,767.00
1701117398,120174,2509.00,767.00
1701117400,120209,2510.00,767.00
1701117409,120387,2512.00,767.00
1701117415,120490,2514.00,767.00
1701117422,120646,2519.00,769.00
1701117429,120772,2520.00,769.00
1701117443,121046,2521.00,769.00
1701117444,121051,2522.00,769.00
1701117453,121250,2523.00,769.00
1701117455,121281,2524.00,769.00
1701117455,121284,2528.00,770.00
1701117464,121448,2529.00,770.00
1701117467,121511,2530.00,770.00
1701117472,121609,2531.00,770.00
1701117474,121642,2532.00,770.00
1701117481,121780,2534.00,770.00
1701117482,121804,2535.00,770.00
1701117488,121910,2536.00,770.00
1701117488,121918,2537.00,770.00
1701117489,121940,2539.00,770.00
1701117491,121962,2540.00,770.00
1701117501,122172,2541.00,770.00
1701117506,122276,2544.00,770.00
1701117513,122403,2546.00,770.00
1701117513,122409,2547.00,770.00
1701117517,122481,2548.00,770.00
1701117517,122485,2549.00,770.00
1701117519,122531,2550.00,770.00
1701117522,122581,2551.00,770.00
1701117550,123195,2552.00,771.00
1701117550,123196,2553.00,771.00
1701117633,125048,2554.00,771.00
1701117638,125158,2557.00,772.00
1701117643,125247,2558.00,772.00
1701117673,125827,2559.00,772.00
1701117673,125833,2560.00,772.00
1701117681,125962,2561.00,772.00
1701117688,126101,2563.00,772.00
1701117688,126103,2564.00,772.00
1701117694,126216,2565.00,772.00
1701117698,126283,2566.00,772.00
1701117701,126351,2568.00,772.00
1701117724,126795,2569.00,772.00
1701117725,126818,2571.00,772.00
1701117726,126837,2573.00,772.00
1701117734,126982,2574.00,772.00
1701117740,127101,2575.00,772.00
1701117742,127126,2576.00,772.00
1701117742,127128,2580.00,773.00
1701117742,127131,2581.00,773.00
1701117744,127160,2582.00,773.00
1701117751,127286,2583.00,773.00
1701117753,127323,2585.00,773.00
1701117753,127328,2586.00,773.00
1701117761,127478,2587.00,773.00
1701117769,127622,2589.00,773.00
1701117772,127679,2590.00,773.00
1701117775,127725,2591.00,773.00
1701117780,127814,2592.00,773.00
1701117781,127835,2594.00,773.00
1701117782,127850,2595.00,773.00
1701117783,127861,2596.00,773.00
1701117783,127863,2597.00,773.00
1701117784,127893,2599.00,773.00
1701117785,127894,2600.00,773.00
1701117785,127899,2602.00,773.00
1701117785,127902,2603.00,773.00
1701117786,127915,2606.00,773.00
1701117795,128067,2608.00,773.00
1701117796,128096,2609.00,773.00
1701117799,128146,2611.00,773.00
1701117802,128187,2613.00,773.00
1701117804,128218,2614.00,773.00
1701117806,128251,2615.00,773.00
1701117807,128265,2616.00,773.00
1701117808,128272,2617.00,773.00
1701117810,128303,2618.00,773.00
1701117810,128307,2619.00,773.00
1701117811,128315,2620.00,773.00
1701117811,128317,2624.00,773.00
1701117812,128340,2625.00,773.00
1701117813,128352,2626.00,773.00
1701117815,128393,2628.00,773.00
1701117817,128427,2629.00,773.00
1701117822,128513,2630.00,773.00
1701117828,128608,2631.00,773.00
1701117842,128884,2632.00,773.00
1701117843,128898,2633.00,773.00
1701117844,128915,2634.00,773.00
1701117848,128982,2635.00,773.00
1701117856,129111,2636.00,773.00
1701117856,129117,2638.00,773.00
1701117865,129269,2640.00,773.00
1701117865,129282,2641.00,773.00
1701117867,129301,2642.00,773.00
1701117871,129389,2645.00,774.00
1701117878,129505,2648.00,774.00
1701117880,129543,2649.00,774.00
1701117885,129632,2651.00,775.00
1701117887,129665,2652.00,775.00
1701117887,129667,2653.00,775.00
1701117900,129889,2654.00,775.00
1701117905,129977,2655.00,775.00
1701117908,130031,2657.00,775.00
1701117912,130084,2658.00,775.00
1701117913,130105,2660.00,775.00
1701117915,130143,2661.00,775.00
1701117924,130286,2662.00,775.00
1701117928,130353,2663.00,775.00
1701117935,130466,2665.00,775.00
1701117940,130564,2666.00,775.00
1701117948,130708,2667.00,775.00
1701117948,130717,2668.00,775.00
1701117950,130752,2669.00,775.00
1701117956,130873,2671.00,775.00
1701117957,130877,2673.00,775.00
1701117957,130887,2674.00,775.00
1701117960,130937,2675.00,775.00
1701117966,131034,2676.00,775.00
1701117972,131125,2677.00,775.00
1701117972,131129,2679.00,775.00
1701117973,131145,2680.00,775.00
1701117975,131176,2681.00,775.00
1701117975,131180,2682.00,775.00
1701117976,131186,2683.00,775.00
1701117978,131224,2684.00,775.00
1701117979,131237,2686.00,775.00
1701117979,131243,2687.00,775.00
1701117986,131350,2689.00,775.00
1701118003,131657,2690.00,775.00
1701118003,131661,2691.00,775.00
1701118005,131700,2692.00,775.00
1701118008,131740,2693.00,775.00
1701118010,131775,2694.00,775.00
1701118161,135042,2695.00,775.00
1701118226,136447,2696.00,775.00
1701118228,136483,2697.00,775.00
1701118229,136490,2698.00,775.00
1701118231,136518,2699.00,775.00
1701118233,136551,2701.00,775.00
1701118233,136559,2703.00,775.00
1701118236,136591,2704.00,775.00
1701118236,136598,2705.00,775.00
1701118236,136600,2707.00,775.00
1701118239,136635,2708.00,775.00
1701118240,136654,2709.00,775.00
1701118240,136663,2710.00,775.00
1701118241,136667,2712.00,776.00
1701118242,136700,2713.00,776.00
1701118243,136710,2714.00,777.00
1701118245,136743,2716.00,777.00
1701118253,136881,2719.00,779.00
1701118255,136919,2720.00,779.00
1701118262,137053,2721.00,779.00
1701118282,137434,2722.00,779.00
1701118296,137702,2723.00,779.00
1701118304,137851,2724.00,779.00
1701118304,137857,2726.00,780.00
1701118378,139308,2727.00,780.00
1701118379,139326,2728.00,780.00
1701118418,140068,2729.00,780.00
1701118479,141189,2731.00,780.00
1701118712,145713,2732.00,780.00
1701118733,146125,2733.00,780.00
1701118737,146182,2734.00,780.00
1701118738,146193,2738.00,780.00
1701118740,146242,2739.00,780.00
1701118770,146817,2740.00,780.00
1701118772,146867,2742.00,780.00
1701118798,147381,2744.00,780.00
1701118815,147725,2745.00,780.00
1701118819,147793,2746.00,780.00
1701118837,148132,2747.00,780.00
1701118885,148982,2748.00,780.00
1701118951,150145,2749.00,780.00
1701118954,150169,2751.00,780.00
1701118962,150242,2753.00,780.00
1701118964,150267,2754.00,780.00
1701118967,150296,2755.00,780.00
1701118970,150335,2757.00,781.00
1701118972,150353,2758.00,781.00
1701118974,150367,2759.00,781.00
1701118976,150394,2760.00,781.00
1701118984,150457,2761.00,781.00
1701119013,150639,2764.00,782.00
1701119013,150640,2767.00,782.00
1701119014,150643,2768.00,782.00
1701119015,150647,2769.00,782.00
1701119015,150648,2770.00,782.00
1701119015,150649,2771.00,782.00
1701119016,150662,2773.00,782.00
1701119016,150667,2774.00,782.00
1701119016,150669,2775.00,782.00
1701119016,150670,2776.00,782.00
1701119017,150680,2777.00,782.00
1701119018,150696,2778.00,782.00
1701119021,150715,2779.00,782.00
1701119024,150737,2781.00,782.00
1701119027,150767,2782.00,782.00
1701119034,150837,2783.00,782.00
1701119039,150878,2784.00,782.00
1701119042,150916,2785.00,782.00
1701119042,150918,2787.00,782.00
1701119047,151004,2788.00,782.00
1701119049,151048,2789.00,782.00
1701119054,151138,2790.00,782.00
1701119055,151167,2791.00,782.00
1701119056,151183,2792.00,782.00
1701119062,151302,2794.00,782.00
1701119068,151396,2795.00,782.00
1701119069,151416,2796.00,782.00
1701119072,151471,2797.00,782.00
1701119072,151472,2798.00,782.00
1701119072,151473,2799.00,782.00
1701119078,151562,2800.00,782.00
1701119082,151615,2801.00,782.00
1701119083,151622,2803.00,782.00
1701119084,151628,2804.00,782.00
1701119088,151685,2806.00,782.00
1701119090,151713,2807.00,782.00
1701119104,151965,2809.00,782.00
1701119107,152000,2810.00,782.00
1701119110,152035,2811.00,782.00
1701119119,152202,2812.00,782.00
1701119119,152215,2813.00,782.00
1701119136,152478,2814.00,782.00
1701119179,152640,2815.00,782.00
1701119232,152997,2816.00,782.00
1701119232,153002,2818.00,782.00
1701119257,153403,2819.00,782.00
1701119258,153415,2820.00,782.00
1701119271,153590,2821.00,782.00
1701119271,153591,2822.00,782.00
1701119289,153882,2823.00,782.00
1701119292,153919,2824.00,782.00
1701119312,154198,2826.00,782.00
1701119312,154199,2827.00,782.00
1701119313,154212,2828.00,782.00
1701119360,154400,2829.00,782.00
1701119366,154411,2831.00,782.00
1701119417,154603,2832.00,782.00
1701119419,154651,2833.00,782.00
1701119426,154746,2834.00,782.00
1701119433,154835,2835.00,782.00
1701119436,154874,2837.00,782.00
1701119438,154890,2838.00,782.00
1701119448,155024,2839.00,782.00
1701119476,155418,2840.00,782.00
1701119480,155489,2841.00,782.00
1701119493,155701,2842.00,782.00
1701119495,155727,2843.00,782.00
1701119500,155786,2844.00,782.00
1701119749,160321,2845.00,782.00
1701120125,167345,2846.00,782.00
1701120125,167346,2847.00,782.00
1701121130,185504,2848.00,782.00
1701121298,188572,2849.00,782.00
1701122288,206652,2851.00,782.00
